"Airline","Departure","Destination","distance_km"
"FR","BGY","OTP","1288.775"
"IB","SXB","MAD","1259.283"
"SC","KWE","XIY","898.982"
"CA","CAN","LZO","995.28"
"MU","INC","HGH","1607.844"
"LO","WAW","LED","1025.076"
"KX","MIA","GCM","731.058"
"U2","LIS","MAD","512.884"
"D7","KUL","HGH","3636.607"
"MS","IST","HRG","1633.95"
"MW","MKK","LUP","14.203"
"DL","LGA","DEN","2599.81"
"PC","SAW","NUE","1711.969"
"US","DFW","CRP","571.758"
"CX","HKG","XIY","1440.49"
"AA","BNA","LGA","1227.676"
"DY","AMS","CPH","633.385"
"AZ","KRS","AMS","688.311"
"VS","BOM","LHR","7213.041"
"SC","XMN","CAN","507.057"
"FR","CIA","TPS","432.422"
"DL","CDG","MIA","7371.472"
"IR","KER","THR","799.072"
"SK","CDG","CPH","1003.7"
"SX","IBZ","BRN","1023.131"
"AF","ORY","JFK","5833.928"
"BA","HEL","JFK","6607.315"
"NS","XIY","SJW","681.7"
"LS","MAN","PRG","1191.726"
"7P","DAV","PAC","323.059"
"AA","PHX","YYC","1972.619"
"AT","CMN","BOS","5526.519"
"CZ","SJW","HGH","1038.423"
"DL","BOS","AMS","5547.353"
"JQ","MEL","DPS","4381.968"
"GS","HFE","SWA","918.243"
"HU","SJW","CGQ","1116.774"
"TS","CUN","YQB","3186.99"
"UA","DEN","YYC","1445.257"
"ZH","YCU","HGH","1033.573"
"BK","ZHA","CSX","827.596"
"G3","MAO","EZE","3537.634"
"GS","XIY","HRB","1932.488"
"AA","MIA","JAX","540.354"
"IB","JFK","LCY","5572.489"
"DL","LGA","CHS","1033.147"
"IB","MAD","MRS","797.254"
"JP","LJU","CDG","943.644"
"WG","YQB","SNU","2808.786"
"SG","RJA","HYD","360.22"
"CX","JFK","HKG","12970.381"
"FR","BGY","RIX","1589.849"
"EE","RIX","WAW","563.282"
"JD","CAN","TSN","1790.562"
"GJ","HGH","CAN","1038.357"
"S7","KHV","HKG","3469.282"
"TO","MAN","AYT","3130.424"
"GQ","SKG","SKU","215.846"
"KM","MLA","MRS","1155.596"
"OV","LED","TLL","308.385"
"WS","YYC","YXU","2619.904"
"YC","NUX","SLY","445.661"
"CA","DLC","FUK","997.201"
"SC","CKG","SJW","1206.217"
"ST","AYT","DRS","2077.83"
"CI","ANC","JFK","5434.148"
"JD","XIY","XMN","1425.329"
"9W","BOM","LHR","7213.041"
"MI","SIN","CSX","3141.404"
"MH","KUL","HKG","2543.09"
"FR","TRF","MAN","1006.932"
"TK","GOT","IST","2163.816"
"ET","AXU","GDQ","231.748"
"6W","EVN","RTW","1275.921"
"OK","OTP","PRG","1080.646"
"LT","VNO","TXL","823.499"
"MU","HFE","SWA","918.243"
"FZ","DXB","BAH","487.058"
"S4","LIS","LHR","1563.931"
"7H","KWT","BET","21.415"
"HY","LED","BHK","3250.937"
"VY","PRG","CDG","852.371"
"NT","SPC","LPA","244.495"
"NK","BWI","DFW","1954.769"
"MF","DLC","HGH","976.647"
"BA","LCY","LIN","955.793"
"US","PNS","MIA","852.929"
"US","SLP","DFW","1243.73"
"TK","HEL","IST","2133.19"
"NK","DFW","BWI","1954.769"
"AA","ASE","DFW","1128.309"
"AY","HKG","HEL","7809.725"
"8L","LJG","MIG","685.139"
"HX","HKG","CGQ","2642.309"
"TOM","MAN","HRG","4145.864"
"AI","GAU","CCU","498.312"
"IX","SIN","IXM","3014.778"
"ZH","HYN","CAN","994.951"
"AF","MRS","BIA","360.343"
"AZ","AMS","DXB","5168.637"
"SL","DMK","FUK","3719.19"
"DY","LPA","CPH","3804.542"
"SK","TOS","SVG","1355.073"
"IW","BTH","BKS","588.516"
"PC","SAW","BUD","1079.969"
"CX","MAN","HKG","9619.598"
"US","BFL","PHX","683.084"
"DD","NNG","DMK","1253.531"
"SC","KWE","WDS","781.343"
"OK","CDG","PRG","852.371"
"FU","YIH","BAV","1120.341"
"B9","THR","TBZ","526.9"
"PN","TNA","JJN","1347.453"
"AF","ORY","BSL","402.149"
"SV","JED","LHR","4748.297"
"9W","SIN","BOM","3921.816"
"KA","HKG","XMN","496.476"
"TK","SAW","KSY","1162.702"
"UB","HEH","THL","328.449"
"CX","HKG","DUB","9831.478"
"DL","YYC","DFW","2451.197"
"LO","LIS","WAW","2748.961"
"AA","STX","MIA","1833.332"
"US","SIN","HKG","2565.576"
"B6","JFK","STI","2380.321"
"OK","CPH","PRG","622.808"
"B9","TBZ","IST","1533.004"
"9N","CUK","SPR","20.959"
"DP","LED","NBC","1372.886"
"SQ","SIN","MAN","10955.604"
"ZB","AYT","LTN","2949.103"
"BA","LHR","ORY","366.539"
"U2","TXL","CDG","850.498"
"JQ","MEL","NRT","8178.839"
"SL","DMK","DPS","2988.406"
"SQ","SIN","LOP","1765.161"
"HU","XIY","KWE","898.982"
"IE","RNA","IRA","66.117"
"AC","YQX","YHZ","814.443"
"KY","LJG","XIY","1186.082"
"TO","IBZ","MPL","565.983"
"NS","CAN","SJW","1660.813"
"GV","IKO","DUT","186.234"
"SV","IST","JED","2387.531"
"AF","ORY","MRS","626.998"
"CA","HKG","TSN","1897.924"
"CZ","XMN","KWE","1157.424"
"PS","DXB","KBP","3488.659"
"AA","LHR","MAN","242.811"
"BT","RIX","VNO","267.514"
"QS","KUF","PRG","2470.56"
"MI","LOP","SIN","1765.161"
"EB","CUN","MAD","7961.518"
"MU","XIY","LED","6130.701"
"CZ","HRB","SJW","1254.483"
"IQ","TSE","GUW","1490.18"
"V7","GOA","CTA","932.287"
"AS","PDX","ONT","1350.8"
"U2","MAN","CFU","2268.34"
"AK","SGN","KUL","1050.294"
"SK","CPH","TLL","838.974"
"B6","JFK","RNO","3870.189"
"SC","TNA","INC","1002.118"
"BA","GNB","LHR","801.868"
"SC","SJW","HRB","1254.483"
"WS","CDG","YYC","7362.087"
"FR","PFO","OTP","1224.062"
"V0","POS","GND","164.123"
"GS","JGD","HLD","334.272"
"HO","KWE","HUZ","877.371"
"ZH","NNG","XIY","1317.626"
"GS","MIG","KWE","579.405"
"ZH","CAN","XMN","507.057"
"3U","CKG","DLC","1707.23"
"GA","SIN","PKU","300.158"
"KA","CSX","HKG","657.579"
"ZH","WUX","YCU","961.157"
"FR","WRO","ORK","1750.692"
"SM","HRG","BLL","3739.004"
"EP","RAS","THR","236.602"
"BA","LHR","WAW","1469.605"
"WN","JAX","DEN","2324.915"
"CGZ","WXN","TSN","1229.971"
"U2","LIN","ORY","636.468"
"US","MRY","PHX","960.932"
"AF","CDG","CKY","4635.517"
"AF","BIA","CDG","896.458"
"W6","PEG","OTP","1099.576"
"FR","RZE","MAN","1702.642"
"UB","THL","LSH","357.427"
"ZH","XIY","WUX","1136.917"
"CZ","HRB","TNA","1231.472"
"TO","CTA","ORY","1616.612"
"AY","CPH","TXL","342.539"
"F9","DEN","PHX","968.538"
"US","DFW","MAD","7973.896"
"MR","LTI","ULZ","149.999"
"SY","CUN","DFW","1657.192"
"AB","LED","TXL","1317.215"
"DD","YNZ","DMK","2936.532"
"US","PHX","DFW","1393.866"
"QF","DPS","MEL","4381.968"
"G5","CKG","HDG","1047.188"
"XY","JED","ISB","3552.967"
"MI","CKG","SIN","3166.898"
"P9","LIM","CUZ","585.908"
"FR","MAD","AHO","1000.868"
"DE","CUN","MAN","7794.526"
"MU","SWA","LZO","1254.496"
"DL","JAX","JFK","1334.468"
"MF","XMN","SIN","2993.246"
"SU","ALA","LED","3609.033"
"AA","PHX","BFL","683.084"
"AA","ZCL","DFW","1242.193"
"AI","BHO","BOM","657.691"
"IR","BND","AZD","559.314"
"8L","HFE","LJG","1746.749"
"AA","BFL","PHX","683.084"
"PN","CKG","XMN","1273.043"
"TK","KUL","IST","8387.16"
"NS","SJW","MIG","1184.401"
"SK","GOT","LPA","3945.051"
"BW","POS","BGI","341.019"
"MH","JHB","KBR","525.881"
"VQ","DAC","RJH","192.43"
"FR","RYG","MAD","2328.334"
"LA","EZE","SCL","1138.232"
"XC","AYT","NUE","2114.058"
"S4","PDL","LIS","1448.65"
"C2","SSG","BSG","239.057"
"OD","KUL","AMD","3861.234"
"MU","HFE","HKG","1104.938"
"W6","WAW","TRF","1027.23"
"SU","AMS","LED","1773.433"
"FR","BGY","MRS","433.36"
"3U","TSN","CKG","1432.33"
"AA","BOS","LGA","296.692"
"AM","BJX","MTY","550.221"
"JU","INI","LJU","665.778"
"DL","GDL","ONT","2059.132"
"ZH","INC","HGH","1607.844"
"NS","ZYI","SJW","1387.635"
"AF","SXB","AMS","465.673"
"OD","JHB","SZB","288.003"
"TU","ORY","DJE","1791.199"
"TK","IST","HAV","9957.294"
"PK","DXB","ISB","1925.521"
"EU","DLC","HGH","976.647"
"KL","SXB","AMS","465.673"
"FR","KTW","DUB","1758.285"
"AR","COR","MDQ","952.736"
"TO","CUN","MAN","7794.526"
"FR","PRG","MRS","1009.792"
"TK","IST","BGG","1042.126"
"MF","XMN","INC","1925.223"
"CA","XIY","HGH","1192.509"
"MF","CSX","SGN","2049.279"
"FL","BHM","LAS","2598.141"
"HV","AMS","RHO","2540.898"
"V7","OLB","GOA","394.739"
"GF","ISB","BAH","2283.785"
"FR","EIN","BGY","716.66"
"FR","MAN","GOT","1031.289"
"CZ","CAN","KUL","2612.721"
"WN","DAY","BWI","652.352"
"6E","DXB","BOM","1926.162"
"ZL","ABX","MEL","259.344"
"AC","LHR","YHZ","4584.535"
"XY","CMN","JED","4747.447"
"AK","PKU","KUL","255.759"
"QF","SGN","MEL","6698.769"
"SV","JED","SAH","871.892"
"CX","BOM","HKG","4271.902"
"IY","CAI","SAH","2088.525"
"MU","YCU","TNA","589.019"
"ZK","HON","PIR","163.501"
"6W","RTW","PRG","2220.608"
"SK","TRF","CPH","421.952"
"CA","CAN","JJN","559.252"
"GS","LZO","XIY","698.537"
"JD","HGH","YIH","859.358"
"EP","THR","KHY","639.464"
"QF","ZQN","SYD","1938.921"
"TO","AYT","LTN","2949.103"
"CZ","CSX","DLC","1423.185"
"WF","TOS","ANX","116.505"
"US","MIA","GND","2472.275"
"SK","LPA","GOT","3945.051"
"CZ","LJG","CAN","1364.137"
"AA","BFL","DFW","2041.081"
"AI","CCU","DXB","3365.807"
"WN","BWI","DAY","652.352"
"MF","DLC","XMN","1635.364"
"FR","TPS","MLA","288.891"
"NS","HFE","XMN","808.7"
"US","HKG","SIN","2565.576"
"9W","BOM","VTZ","1103.044"
"8Q","AYT","IST","517.731"
"H2","SCL","COR","659.14"
"WN","BNA","PHX","2326.328"
"SP","PDL","TER","166.347"
"SC","TNA","WNZ","1051.352"
"SQ","LGK","SIN","728.267"
"NP","JED","LXR","792.503"
"BA","LHR","MAN","242.811"
"QW","WNZ","XIY","1359.675"
"MH","SZB","JHB","288.003"
"PS","KBP","ALA","3534.457"
"BA","GOT","LHR","1068.834"
"CA","WNZ","XIY","1359.675"
"VA","SYD","HKG","7393.846"
"I2","MAD","RNS","857.185"
"AZ","MRS","CDG","652.819"
"NK","LAS","CLE","2929.414"
"U2","LTN","LIS","1606.448"
"VN","CDG","SGN","10104.879"
"CZ","CAN","AMS","9139.746"
"Q9","YZV","YQB","536.741"
"8Q","IST","CDG","2213.623"
"FR","IBZ","CIA","1004.364"
"AZ","LIN","CDG","644.078"
"CZ","XMN","TSN","1622.929"
"AF","MAN","CDG","587.996"
"ZH","INC","CGQ","1750.453"
"US","PHX","ANC","4101.429"
"MU","HGH","LZO","1462.021"
"MH","KUL","XMN","2996.059"
"CA","CGQ","INC","1750.453"
"PC","SAW","BSL","1879.548"
"VB","MZT","MTY","687.793"
"US","TLH","DFW","1231.921"
"OV","TLL","AMS","1471.883"
"JT","KOE","MOF","231.785"
"TR","SIN","WUX","3770.402"
"MF","SJW","HGH","1038.423"
"AP","CTA","AMS","1834.873"
"JD","HGH","INC","1607.844"
"HS","GOT","SDL","611.635"
"SQ","SIN","PKU","300.158"
"AB","BSL","IBZ","1089.224"
"CZ","YIW","HRB","1889.915"
"JD","LJG","HGH","2009.816"
"EI","ORK","MAN","452.084"
"IS","THR","BND","1056.908"
"7H","OOK","MYU","67.612"
"MF","TNA","CGQ","1068.427"
"MF","CAN","XMN","507.057"
"CZ","CSX","KUL","3081.329"
"KL","EBB","AMS","6357.961"
"TO","ORY","IBZ","1098.265"
"FD","DMK","CCU","1608.872"
"GF","DXB","BAH","487.058"
"BA","MAD","DFW","7973.896"
"AA","STL","LGA","1425.845"
"AF","CDG","CAN","9456.204"
"7H","GLV","WMO","24.744"
"VJ","BMV","SGN","260.448"
"QZ","DPS","LOP","121.957"
"6E","GAU","BOM","2071.068"
"8E","WMO","GLV","24.744"
"FR","LIS","MAN","1702.703"
"BL","SGN","BMV","260.448"
"SK","SCR","CPH","616.17"
"MF","CKG","CSX","662.126"
"FM","INC","YCU","582.928"
"7H","BET","KLG","116.287"
"MJ","CMB","KUL","2466.898"
"CZ","TNA","CAN","1543.454"
"KL","AMS","HGH","8922.03"
"9C","SJW","NNG","1850.173"
"AF","MAD","CDG","1064.513"
"XY","JED","CMN","4747.447"
"IR","BND","TBZ","1538.718"
"YQ","HMO","MZT","814.235"
"KL","HGH","HRB","1784.854"
"Y4","GDL","CZM","1705.626"
"DX","EBJ","SVG","411.812"
"W6","BUD","MLA","1346.083"
"FR","DUB","EIN","818.203"
"PS","RIX","KBP","861.289"
"MF","WXN","XMN","1180.483"
"PC","SAW","KWI","2129.675"
"ZB","MAN","AYT","3130.424"
"ZH","WUX","CSX","786.199"
"FR","BUD","NUE","645.307"
"4O","MTY","GDL","669.963"
"GX","TSN","NAO","1375.057"
"DL","LAS","SNA","364.468"
"MJ","SIN","CMB","2749.71"
"PS","KBP","JFK","7532.613"
"KC","IST","GUW","1941.966"
"WS","PHX","YYC","1972.619"
"PC","SAW","KCM","756.708"
"KY","LJG","NNG","919.812"
"Y4","GDL","SJD","723.245"
"ZB","NAP","MAN","1859.931"
"8Q","IST","EZS","945.514"
"EK","SAH","DXB","1589.451"
"U2","TXL","MAD","1853.641"
"HV","AMS","CFU","1827.498"
"VA","WLP","BQB","1216.753"
"AZ","PRG","LIN","637.405"
"AF","CDG","BSL","400.742"
"IB","TFN","ORY","2760.784"
"WN","PDX","RNO","715.596"
"SC","XMN","CKG","1273.043"
"KL","KUL","AMS","10236.639"
"TP","LIS","PDL","1448.65"
"CZ","NNG","TNA","1806.853"
"WN","BWI","PWM","726.472"
"US","MAN","JFK","5362.044"
"AB","OLB","NUE","964.001"
"SC","CNX","CKG","1444.389"
"SQ","SIN","HYD","3306.054"
"SV","JED","CAI","1216.665"
"MU","AMS","CPH","633.385"
"AI","LHR","BOM","7213.041"
"MU","HRB","UYN","1591.598"
"GS","SWA","HFE","918.243"
"KU","KWI","JFK","10201.5"
"ZH","TSN","XIY","924.639"
"FD","CEI","SIN","2116.221"
"FR","MAD","EIN","1400.257"
"KL","KRS","AMS","688.311"
"6E","CCU","SHL","493.202"
"S7","SKG","LED","2202.793"
"VN","CAH","SGN","243.641"
"CZ","XMN","CSX","634.991"
"PC","KCM","SAW","756.708"
"AF","ABZ","CDG","963.582"
"BT","TLL","AMS","1471.883"
"IB","ORY","MAD","1030.331"
"LI","POS","GND","164.123"
"MU","HKG","HGH","1094.053"
"FL","STL","DEN","1235.509"
"GA","DPS","KJT","820.122"
"AC","CUN","YHZ","3406.86"
"US","PHX","SNA","543.236"
"CA","CKG","TNA","1261.857"
"JL","NRT","SYD","7832.152"
"PS","ODS","IST","593.196"
"CI","ANC","MIA","6435.331"
"WN","BHM","LAS","2598.141"
"FR","MLA","EXT","2186.71"
"AA","MIA","TXL","7990.597"
"GS","HRB","HLD","625.98"
"UA","CLE","RIC","582.869"
"CZ","SWA","CAN","327.293"
"AA","JFK","LCY","5572.489"
"MU","MIG","HFE","1189.177"
"BG","DAC","KUL","2642.344"
"NK","LAS","DEN","1009.365"
"PS","KBP","ODS","435.981"
"UL","MEL","CMB","8358.22"
"U2","CTA","BSL","1282.497"
"JL","CAN","NRT","2944.428"
"KL","DXB","AMS","5168.637"
"TO","MPL","IBZ","565.983"
"CA","TNA","WNZ","1051.352"
"Y4","MTY","MZT","687.793"
"SU","CDG","LED","2132.869"
"KL","AMS","CAN","9139.746"
"TR","SIN","CNX","2012.823"
"MU","XIY","PRG","7437.673"
"FJ","NAN","APW","1209.81"
"SQ","AMS","LHR","370.449"
"WN","TUL","PHX","1501.789"
"CGZ","KWE","LZO","292.234"
"6W","PRG","RTW","2220.608"
"IB","LHR","WAW","1469.605"
"BA","MIA","MAD","7107.252"
"FR","RYG","RZE","1254.21"
"TP","CKY","LIS","3277.864"
"7H","SMK","UNK","78.333"
"HU","CKG","HKG","1098.077"
"SV","JED","BHH","406.376"
"TK","IST","HRG","1633.95"
"ZH","NNG","XMN","1036.954"
"AB","CTA","BSL","1282.497"
"4U","NUE","TXL","373.759"
"CZ","HKG","YIW","992.991"
"U2","ABZ","LTN","603.942"
"SC","XMN","TSN","1622.929"
"DL","PAP","JFK","2457.04"
"FR","DUB","AMS","750.16"
"WN","PDX","ONT","1350.8"
"SQ","LHR","SIN","10883.289"
"IX","BAH","KWI","420.423"
"GS","YIW","SWA","733.563"
"R3","KJA","YKS","2191.146"
"MS","CAI","IST","1262.952"
"C8","SSG","COO","757.84"
"FD","DMK","TST","720.242"
"ET","LLI","GDQ","178.587"
"J9","DXB","KWI","853.977"
"MS","CAI","NRT","9592.929"
"AY","HEL","LED","299.575"
"5T","YYH","YBB","187.403"
"AS","PAE","SNA","1624.698"
"ZH","XIY","NNG","1317.626"
"AY","HEL","VNO","632.224"
"GA","KOE","DPS","946.028"
"OV","VXO","AMS","820.535"
"SK","IST","AAL","2216.014"
"ZH","KWE","HFE","1173.264"
"NT","SPC","TFN","139.036"
"MU","YIH","SWA","923.856"
"AB","IBZ","TXL","1775.756"
"AA","SIN","KUL","297.472"
"MF","CSX","MIG","893.478"
"CZ","CAN","YIW","941.916"
"AA","PHX","MIA","3168.268"
"CA","CKG","HGH","1328.879"
"W6","OTP","FMM","1272.981"
"8U","BEN","JED","2196.93"
"9K","STL","TBN","190.917"
"AA","EZE","MIA","7118.915"
"WN","PHX","SNA","543.236"
"TCX","LPA","EMA","3001.484"
"BT","RIX","WAW","563.282"
"3U","INC","DXB","4937.482"
"6E","GAU","CCU","498.312"
"SU","LED","TSE","2724.706"
"WN","JAX","BNA","778.832"
"WO","YXU","LAS","2993.104"
"QF","HKG","MEL","7412.5"
"SK","CPH","WAW","665.6"
"W6","KTW","DTM","810.036"
"CA","DLC","HFE","886.438"
"SG","HYD","RJA","360.22"
"CZ","CAN","HKG","136.012"
"TK","DIY","SAW","992.924"
"AF","LIS","CDG","1469.964"
"W6","VNO","BLL","1029.178"
"LA","JFK","LIM","5865.782"
"QR","MIA","GDL","2421.738"
"ZL","SYD","MQL","837.5"
"UA","CLE","PKB","232.412"
"JD","CAN","HGH","1038.357"
"US","IST","JFK","8026.797"
"HO","XMN","CKG","1273.043"
"P2","NYK","KTJ","260.308"
"SG","HYD","BOM","622.839"
"IY","RIY","KWI","1625.872"
"US","PHX","SBA","730.393"
"EU","LJG","NNG","919.812"
"TO","LTN","IBZ","1452.007"
"ZH","WUX","CAN","1142.387"
"MU","DLC","SJW","599.099"
"VN","DLI","SGN","213.762"
"JH","FUK","MMJ","739.293"
"PS","LED","KBP","1052.139"
"MU","XMN","TNA","1371.917"
"CA","HGH","TNA","794.875"
"W6","RIX","DTM","1217.198"
"NH","FUK","DLC","997.201"
"KL","AMS","TXL","578.187"
"KL","MAD","AMS","1460.654"
"UA","MIA","GUA","1640.006"
"DY","DUB","CPH","1241.547"
"CZ","XIY","TNA","809.992"
"FM","JNG","HRB","1419.432"
"WS","YYC","CUN","4091.019"
"HV","AMS","HEL","1521.304"
"AA","AQP","LIM","765.517"
"ZH","JJN","XIY","1432.179"
"AA","IST","LHR","2488.811"
"NY","IFJ","RKV","221.564"
"NL","JED","ISB","3552.967"
"TO","ORY","ETM","3472.657"
"FL","RNO","DEN","1290.889"
"AK","JHB","AOR","622.472"
"WF","SVG","KSU","485.386"
"ZH","CKG","HYN","1440.881"
"FO","SAH","RIY","560.858"
"D2","LED","UCT","1301.624"
"FR","EMA","CCF","1102.414"
"GJ","WNZ","HFE","549.875"
"Y8","TNA","CGQ","1068.427"
"FR","MLA","EIN","1878.702"
"PK","MUX","ISB","397.07"
"HU","DLC","HGH","976.647"
"SK","RHO","CPH","2433.699"
"AA","DFW","DGO","1218.603"
"HU","DLC","CSX","1423.185"
"U2","MAD","CDG","1064.513"
"CC","TGU","PEU","393.011"
"FR","CCF","BLL","1476.104"
"AR","UAQ","EZE","987.442"
"HS","LLA","GEV","186.02"
"WX","LCY","DUB","478.335"
"IY","SAH","CAI","2088.525"
"PS","CDG","KBP","2032.405"
"HY","SKD","LED","3383.1"
"TO","PFO","LTN","3228.394"
"TR","SIN","VTZ","2908.777"
"SK","SVG","TOS","1355.073"
"MF","HGH","TNA","794.875"
"FR","CCF","EIN","944.111"
"KC","LED","ALA","3609.033"
"GJ","DLC","HDG","681.501"
"U2","NAP","PRG","1024.642"
"GF","BAH","SAH","1372.161"
"FR","TSF","DUB","1581.026"
"BA","JFK","MAN","5362.044"
"SK","DUB","CPH","1241.547"
"CA","LJG","HGH","2009.816"
"EK","MEL","DXB","11645.111"
"VS","MAN","LHR","242.811"
"AM","CUN","GDL","1708.713"
"AS","SNA","PAE","1624.698"
"CZ","HFE","XIY","849.033"
"AR","EZE","CUN","6894.647"
"BW","BGI","POS","341.019"
"AT","CMN","LHR","2093.843"
"AB","WAW","TXL","523.037"
"TK","SAW","MLA","1406.768"
"G5","BFJ","CKG","295.658"
"KL","SCL","AMS","12003.173"
"UA","AOO","JST","43.632"
"AF","CWL","ORY","504.991"
"BW","JFK","POS","3557.359"
"CX","LCK","ANC","5020.407"
"IY","JED","SAH","871.892"
"Y4","GDL","HMO","1231.57"
"AA","KUL","NRT","5408.917"
"AF","SCL","CDG","11672.85"
"AA","LHR","KWI","4674.743"
"KE","JFK","ANC","5434.148"
"X3","LPA","BSL","2950.149"
"HU","XIY","HGH","1192.509"
"B2","VNO","MSQ","196.886"
"HV","TOS","AMS","2065.06"
"CA","NRT","HGH","1955.627"
"AZ","LIN","ORY","636.468"
"AR","EZE","RES","821.241"
"DY","SVG","WAW","1215.061"
"Y4","LAS","GDL","2078.522"
"OD","SZB","LGK","408.929"
"CX","WNZ","HKG","935.571"
"CX","HKG","MAN","9619.598"
"FR","FKB","LPA","3066.594"
"AA","SCL","DFW","7866.284"
"G4","SAV","CLE","1033.946"
"LO","RZE","WAW","240.069"
"US","JFK","LHR","5539.644"
"CA","WNZ","CKG","1398.003"
"TO","LPA","ORY","2768.162"
"AA","HYD","LHR","7754.173"
"FV","LED","TIV","2088.352"
"FM","XMN","CAN","507.057"
"MF","XMN","HFE","808.7"
"LA","SYD","SCL","11340.344"
"TK","SAW","BAH","2546.414"
"CZ","YIW","CAN","941.916"
"KE","MIA","JFK","1757.122"
"LO","SIN","WAW","9413.828"
"TO","BVC","MAN","4510.918"
"AA","DFW","EZE","8533.648"
"FY","JHB","SZB","288.003"
"SV","BHH","JED","406.376"
"CZ","HKG","CAN","136.012"
"PS","KBP","IST","1021.972"
"MF","YCU","HFE","689.456"
"OD","KUL","SGN","1050.294"
"FD","DMK","AMD","3113.956"
"MU","DLC","CHG","300.984"
"WF","TRD","TRF","476.244"
"SK","LPA","KRS","3825.026"
"EK","DXB","SGN","5618.742"
"UJ","CAI","BGY","2556.733"
"9W","GAU","CCU","498.312"
"KL","AMS","SIN","10513.913"
"9W","BOM","IDR","505.953"
"AT","IST","CMN","3305.374"
"YN","YKQ","YMO","129.94"
"ZH","JJN","NNG","1087.928"
"MU","LJG","XIY","1186.082"
"VJ","SGN","SIN","1093.017"
"7Y","HEH","LSH","267.12"
"SJ","DJJ","MKW","742.766"
"TR","SIN","SYD","6293.443"
"9K","CGI","STL","183.301"
"8D","AKK","ADQ","135.668"
"AF","CDG","ORK","841.932"
"9K","UIN","STL","150.514"
"ZB","LTN","AYT","2949.103"
"IG","OLB","NAP","401.17"
"LO","WAW","SIN","9413.828"
"IB","MAD","EZE","10085.301"
"JT","WGP","DPS","572.846"
"IB","LPA","ORY","2768.162"
"FL","ONT","LAS","316.73"
