,Name,City,Country,IATA,Latitude,Longitude
75,St Jean Airport,St. Jean,Canada,YJN,45.29439926147461,-73.28109741210938
76,Stephenville Airport,Stephenville,Canada,YJT,48.5442008972168,-58.54999923706055
77,Kamloops Airport,Kamloops,Canada,YKA,50.702201843299996,-120.444000244
78,Waterloo Airport,Waterloo,Canada,YKF,43.4608001709,-80.3786010742
79,Schefferville Airport,Schefferville,Canada,YKL,54.80530166625977,-66.8052978515625
80,Kindersley Airport,Kindersley,Canada,YKY,51.5175018311,-109.180999756
81,Buttonville Municipal Airport,Toronto,Canada,YKZ,43.86220169067383,-79.37000274658203
82,Chapleau Airport,Chapleau,Canada,YLD,47.81999969482422,-83.3467025756836
83,Meadow Lake Airport,Meadow Lake,Canada,YLJ,54.12530136108398,-108.52300262451172
84,Lloydminster Airport,Lloydminster,Canada,YLL,53.30920028686523,-110.072998046875
85,Alert Airport,Alert,Canada,YLT,82.51779937740001,-62.280601501499994
86,Kelowna International Airport,Kelowna,Canada,YLW,49.9561004639,-119.377998352
87,Mayo Airport,Mayo,Canada,YMA,63.61640167236328,-135.86799621582028
88,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,50.330299377441406,-105.55899810791016
89,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,56.653301238999994,-111.22200012200001
90,Moosonee Airport,Moosonee,Canada,YMO,51.291099548339844,-80.60780334472656
91,Maniwaki Airport,Maniwaki,Canada,YMW,46.272800445600005,-75.9906005859
92,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,45.679501,-74.038696
93,Natashquan Airport,Natashquan,Canada,YNA,50.18999862670898,-61.78919982910156
94,Ottawa / Gatineau Airport,Gatineau,Canada,YND,45.5217018127,-75.5635986328
95,Matagami Airport,Matagami,Canada,YNM,49.76169967651367,-77.80280303955078
96,Old Crow Airport,Old Crow,Canada,YOC,67.57060241699219,-139.83900451660156
97,CFB Cold Lake,Cold Lake,Canada,YOD,54.40499877929688,-110.27899932861328
98,High Level Airport,High Level,Canada,YOJ,58.62139892578125,-117.16500091552734
99,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,45.3224983215332,-75.66919708251953
100,Prince Albert Glass Field,Prince Albert,Canada,YPA,53.214199066199996,-105.672996521
101,Peace River Airport,Peace River,Canada,YPE,56.226898,-117.446999
102,Southport Airport,Portage-la-prairie,Canada,YPG,49.903099,-98.273817
104,Pickle Lake Airport,Pickle Lake,Canada,YPL,51.4463996887207,-90.21420288085938
105,Port Menier Airport,Port Menier,Canada,YPN,49.83639907836914,-64.28859710693361
106,Peterborough Airport,Peterborough,Canada,YPQ,44.22999954223633,-78.36329650878906
107,Prince Rupert Airport,Prince Pupert,Canada,YPR,54.2860984802,-130.445007324
108,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,58.7672004699707,-111.11699676513672
109,Muskoka Airport,Muskoka,Canada,YQA,44.974700927734375,-79.30329895019531
110,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303
111,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,52.18220138549805,-113.8939971923828
112,Windsor Airport,Windsor,Canada,YQG,42.27560043334961,-82.95559692382812
113,Watson Lake Airport,Watson Lake,Canada,YQH,60.11640167236328,-128.82200622558594
114,Kenora Airport,Kenora,Canada,YQK,49.78829956054688,-94.36309814453124
115,Lethbridge County Airport,Lethbridge,Canada,YQL,49.6302986145,-112.80000305200001
116,Greater Moncton International Airport,Moncton,Canada,YQM,46.11220169067383,-64.67859649658203
117,Comox Airport,Comox,Canada,YQQ,49.71080017089844,-124.88700103759766
118,Regina International Airport,Regina,Canada,YQR,50.43190002441406,-104.66600036621094
119,Thunder Bay Airport,Thunder Bay,Canada,YQT,48.37189865112305,-89.32389831542969
120,Grande Prairie Airport,Grande Prairie,Canada,YQU,55.1796989441,-118.885002136
121,Yorkton Municipal Airport,Yorkton,Canada,YQV,51.26470184326172,-102.46199798583984
122,North Battleford Airport,North Battleford,Canada,YQW,52.76919937133789,-108.24400329589844
123,Gander International Airport,Gander,Canada,YQX,48.9369010925293,-54.56809997558594
124,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,46.1614,-60.047798
125,Quesnel Airport,Quesnel,Canada,YQZ,53.026100158691406,-122.51000213623048
126,Resolute Bay Airport,Resolute,Canada,YRB,74.71690368649999,-94.9693984985
127,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,47.76440048217773,-69.58470153808594
128,Roberval Airport,Roberval,Canada,YRJ,48.52000045776367,-72.2656021118164
129,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,52.4296989441,-114.903999329
130,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,62.81140136720001,-92.1157989502
131,Sudbury Airport,Sudbury,Canada,YSB,46.625,-80.79889678955078
132,Sherbrooke Airport,Sherbrooke,Canada,YSC,45.4385986328125,-71.69139862060547
133,Saint John Airport,St. John,Canada,YSJ,45.31610107421875,-65.89029693603516
134,Fort Smith Airport,Fort Smith,Canada,YSM,60.020301818847656,-111.96199798583984
135,Nanisivik Airport,Nanisivik,Canada,YSR,72.982201,-84.613602
136,Summerside Airport,Summerside,Canada,YSU,46.44060134887695,-63.83359909057617
137,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,71.9938964844,-125.24299621600001
138,Cape Dorset Airport,Cape Dorset,Canada,YTE,64.2300033569,-76.5267028809
139,Thompson Airport,Thompson,Canada,YTH,55.80110168457031,-97.86419677734376
140,CFB Trenton,Trenton,Canada,YTR,44.118900299072266,-77.5280990600586
141,Timmins/Victor M. Power,Timmins,Canada,YTS,48.569698333699996,-81.376701355
142,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,43.627499,-79.396202
143,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,69.43329620361328,-133.0260009765625
144,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.4706001282,-73.7407989502
145,Repulse Bay Airport,Repulse Bay,Canada,YUT,66.5214004517,-86.22470092770003
146,Hall Beach Airport,Hall Beach,Canada,YUX,68.77610015869999,-81.2425
147,Rouyn Noranda Airport,Rouyn,Canada,YUY,48.20610046386719,-78.83560180664062
148,La Ronge Airport,La Ronge,Canada,YVC,55.1514015198,-105.262001038
149,Vermilion Airport,Vermillion,Canada,YVG,53.355800628699996,-110.823997498
150,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,67.5457992554,-64.03140258789999
151,Val-d'Or Airport,Val D'or,Canada,YVO,48.0532989502,-77.7827987671
152,Kuujjuaq Airport,Quujjuaq,Canada,YVP,58.09609985351562,-68.42690277099611
153,Norman Wells Airport,Norman Wells,Canada,YVQ,65.28160095214844,-126.7979965209961
154,Vancouver International Airport,Vancouver,Canada,YVR,49.193901061999995,-123.183998108
155,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,55.8418998718,-108.41799926799999
156,Wiarton Airport,Wiarton,Canada,YVV,44.7458,-81.107201
157,Petawawa Airport,Petawawa,Canada,YWA,45.95220184326172,-77.31919860839844
158,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,49.909999847399995,-97.2398986816
159,Wabush Airport,Wabush,Canada,YWK,52.92190170288086,-66.86440277099611
160,Williams Lake Airport,Williams Lake,Canada,YWL,52.1831016541,-122.054000854
161,Wrigley Airport,Wrigley,Canada,YWY,63.20940017700195,-123.43699645996094
162,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,49.610801696777,-115.78199768066
163,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,53.5724983215,-113.52100372299999
164,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,52.170799255371094,-106.6999969482422
165,Medicine Hat Airport,Medicine Hat,Canada,YXH,50.01890182495117,-110.72100067138672
166,Fort St John Airport,Fort Saint John,Canada,YXJ,56.23809814453125,-120.73999786376952
167,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,50.11389923095703,-91.9052963256836
168,Pangnirtung Airport,Pangnirtung,Canada,YXP,66.1449966431,-65.71360015869999
169,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,47.6974006546,-79.84734535220001
170,Prince George Airport,Prince George,Canada,YXS,53.8894004822,-122.679000854
171,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,54.468498,-128.576009
172,London Airport,London,Canada,YXU,43.035599,-81.1539
