"Airline","Departure","Destination","distance_km"
"IA","BSR","IST","2071.676"
"LS","NCL","RHO","3062.272"
"BU","BKY","KND","328.479"
"MF","SHA","TSN","952.819"
"FR","PMI","GSE","2129.913"
"AR","COR","NQN","920.5"
"ID","CGK","MDC","2200.586"
"VW","REX","PAZ","606.227"
"LY","VCE","TLV","2449.073"
"B7","TPE","ICN","1463.679"
"AA","PHL","SJU","2542.8"
"AT","CMN","MPL","1513.616"
"9W","CCU","BOM","1665.49"
"G4","AZA","ICT","1373.542"
"HU","XIY","KWL","1033.668"
"AS","PHX","SEA","1781.823"
"WN","LAS","ALB","3591.516"
"U2","VCE","MAN","1366.798"
"9I","BHJ","BOM","572.582"
"AH","ALG","TMR","1558.203"
"MU","YNT","ICN","448.449"
"VN","SVO","HAN","6729.781"
"ZH","PEK","BAV","560.938"
"U2","LGW","ZAG","1337.498"
"LA","BSB","GYN","162.634"
"AM","BCN","MEX","9480.719"
"W3","CBQ","LOS","583.828"
"AS","LAX","BDL","4057.331"
"GS","TSN","NDG","1047.063"
"QW","WNZ","XIY","1359.675"
"G4","BLI","OAK","1231.36"
"MF","CSX","XNN","1398.755"
"TK","ADE","IST","3535.945"
"QH","IST","OSS","3659.545"
"SK","CPH","HAU","607.608"
"EK","EZE","GIG","1995.773"
"LX","BSL","HAM","693.602"
"AS","ANC","LAS","3703.481"
"6E","DEL","SIN","4159.415"
"4U","KLU","HAM","836.179"
"FD","DMK","NGB","2776.91"
"ET","BRU","HKG","9366.18"
"ZH","FOC","CGO","1105.812"
"JQ","SYD","ADL","1164.139"
"CU","CMW","YUL","2700.356"
"HU","ARN","TXL","838.773"
"W6","RIX","TRF","843.33"
"IX","CNN","MCT","2238.222"
"HO","HNY","BHY","685.687"
"U6","SVX","SKD","1947.663"
"LH","FRA","CTA","1490.148"
"IB","SCL","BCN","11150.334"
"CZ","HEK","CGO","2055.442"
"Q6","SGO","CMA","291.781"
"W6","OTP","CIA","1134.817"
"WS","YUL","JFK","537.169"
"MU","IQN","NAY","889.359"
"VOC","SJO","SAL","652.15"
"U2","FCO","PMO","409.481"
"VT","XMH","RGI","180.538"
"UX","MAD","ZRH","1240.176"
"AD","RIA","POA","244.747"
"NZ","ZQN","MEL","2145.479"
"EW","BIA","STR","682.728"
"2J","NIM","OUA","419.757"
"PS","LED","KBP","1052.139"
"G4","PGD","PIT","1517.697"
"SV","RUH","YNB","877.919"
"DL","LAS","MEM","2273.847"
"US","PHX","CLT","2848.383"
"EW","HAM","CTA","1839.117"
"AT","RAI","OXB","912.308"
"HQ","LPA","BRU","3050.582"
"JA","SCL","PMC","917.49"
"TK","IST","ESB","379.706"
"LA","MDZ","AEP","978.594"
"CZ","LNL","CAN","1367.384"
"FR","IBZ","LPL","1639.848"
"TK","CAN","IST","7882.105"
"IG","VCE","TXL","787.356"
"UA","MGW","CKB","46.895"
"FR","SDR","STN","987.898"
"U2","OPO","MAN","1428.719"
"G5","INC","CKG","976.1"
"JT","DJJ","UPG","2341.804"
"FL","CRP","LBB","774.444"
"DP","VKO","KGD","1057.047"
"P4","LOS","ABV","511.416"
"US","PHL","ISP","208.488"
"IB","BRU","LIS","1717.469"
"G8","GAU","DEL","1455.511"
"NH","ICN","KMI","771.413"
"2P","MNL","BXU","785.664"
"PN","LJG","CKG","711.903"
"JL","OKD","MSJ","268.454"
"TS","VRA","YHZ","2923.844"
"US","CID","DFW","1104.086"
"SG","AMD","JLR","758.483"
"US","LHR","DFW","7627.239"
"LH","OUA","BRU","4320.715"
"W5","THR","KHD","373.877"
"MP","JNB","NBO","2912.017"
"G3","GIG","COR","2275.552"
"G3","POA","GRU","865.578"
"SE","CUN","CDG","8218.82"
"SV","RUH","CMN","5295.174"
"OB","CBB","POI","240.751"
"MS","BUD","CAI","2187.626"
"EY","HKG","DWC","5946.725"
"SV","BEY","RUH","1464.739"
"9W","KUL","HYD","3008.847"
"PB","YNP","YDP","77.004"
"7H","KSM","ANC","708.896"
"VY","BCN","GOA","650.53"
"DT","LAD","TMS","1255.499"
"US","SEA","MIA","4379.462"
"FL","MCO","PIT","1344.836"
"R3","RMI","KRR","2098.947"
"HY","LHR","TAS","5260.809"
"QG","SUB","HLP","662.613"
"FR","ALC","TXL","1913.241"
"FR","STN","FAO","1774.346"
"KL","AMS","CAN","9139.746"
"CA","TSN","KWE","1708.709"
"V7","AJA","SXB","741.225"
"JQ","MEL","DRW","3132.5"
"AA","LGA","PHL","153.595"
"AT","FRA","NDR","1919.01"
"7C","FUK","ICN","563.319"
"JU","BEG","MXP","910.679"
"GE","REP","TPE","2238.034"
"AB","ZRH","LPA","3001.176"
"G3","REC","CGH","2129.008"
"HU","PEK","DLC","442.546"
"SKP","HID","ABM","44.527"
"AC","TLV","YYZ","9295.123"
"UA","RIC","BTV","849.635"
"3U","XIY","UYN","441.487"
"WG","YVR","VRA","4653.844"
"NH","HND","TTJ","507.796"
"VE","BOG","FLA","380.179"
"NF","AUY","TAH","105.212"
"AC","DUB","YYZ","5260.987"
"6E","HYD","VNS","1022.533"
"OY","AEP","COR","649.131"
"WF","BOO","BNN","222.656"
"GE","TPE","ROR","2424.26"
"TO","AGP","ORY","1451.382"
"J4","KRT","EGN","1110.468"
"QF","PER","BME","1678.549"
"QR","HYD","DOH","2913.5"
"XW","DMK","XIY","2425.75"
"AZ","HAV","FCO","8694.051"
"Q6","SAL","SJO","652.15"
"JT","PLW","BPN","337.551"
"CZ","KWL","TNA","1462.539"
"CZ","TNA","WUH","730.146"
"7H","BRW","PIZ","288.534"
"DE","CUN","MAN","7794.526"
"HU","SYX","PNH","897.185"
"3B","SID","RAI","210.247"
"BC","NRT","YGJ","646.788"
"BE","KOI","EDI","335.617"
"FR","CFE","OPO","1079.112"
"P4","LCE","TGU","191.037"
"HU","PEK","YIH","1155.277"
"F9","LAS","RNO","555.782"
"KC","SGN","ALA","4606.482"
"FR","TPS","FKB","1259.36"
"QF","AKL","MEL","2637.361"
"FR","ALC","BRU","1458.013"
"MU","JNG","KMG","1713.5"
"G3","GIG","SSA","1217.906"
"BR","SGN","TPE","2208.061"
"VY","IBZ","CDG","1131.397"
"AA","MCO","CLT","755.203"
"AZ","RUH","MXP","4084.723"
"CA","CAN","CZX","1142.334"
"EW","CFU","DRS","1367.882"
"EK","DXB","MEL","11645.111"
"VN","FRA","SGN","9655.917"
"JQ","SYD","HNL","8170.534"
"8P","YBL","YVR","172.418"
"GS","XMN","FUG","955.998"
"EE","CPH","AAR","147.739"
"W6","CLJ","BVA","1622.83"
"QR","ZAZ","BEY","3301.39"
"ZB","LTN","PMI","1390.991"
"WS","BZE","YYZ","3018.582"
"US","JFK","YYZ","588.596"
"VE","UIB","APO","236.013"
"HG","MAD","VIE","1805.958"
"JY","NAS","PLS","642.879"
"NH","AKJ","NGO","1092.998"
"TV","LXA","XNN","1312.129"
"T3","MME","DUB","338.877"
"US","MIA","BCN","7544.852"
"BA","LHR","CPH","979.611"
"TW","TAE","CXR","3296.365"
"T5","ASB","MYP","313.293"
"JT","CGK","DJJ","3773.954"
"AA","MIA","PLS","930.527"
"JD","SJW","NKG","819.821"
"VN","HKG","SGN","1492.977"
"CI","TPE","CAN","825.857"
"KQ","NBO","POL","1357.005"
"DL","MSP","PIA","550.237"
"A7","LAP","TIJ","1141.777"
"AK","PEN","KCH","1195.261"
"9I","IXI","GAU","282.381"
"NZ","AKL","HNL","7088.707"
"HO","HGH","AEB","1517.094"
"AA","ORD","PHX","2313.426"
"Q2","KDO","KDM","163.242"
"CA","NKG","DLC","839.007"
"G4","SAV","GRR","1254.495"
"UA","SFO","CVG","3269.127"
"QF","MKY","ROK","279.557"
"OU","DBV","OSI","325.506"
"OV","TLL","ARN","390.554"
"BA","SEA","LHR","7702.083"
"VX","SEA","LAX","1536.91"
"WN","SDF","BWI","794.654"
"US","CMH","PHL","652.268"
"CZ","WUS","PEK","1382.528"
"G5","TLQ","AKU","751.823"
"LO","WAW","MUC","777.331"
"5Q","POA","MVD","705.603"
"US","PHF","CLT","452.736"
"KM","LED","MLA","2894.22"
"AY","LHR","RDU","6216.118"
"LY","KBP","TLV","2065.03"
"IR","BND","AEU","200.45"
"US","MKE","PHL","1108.14"
"VX","LAS","LAX","379.994"
"NHG","GEL","RIA","165.712"
"LD","NRT","HKG","2962.147"
"SU","URC","SVO","3728.645"
"AY","PKX","HEL","6349.972"
"AA","ORD","YYZ","700.353"
"MU","XIY","YIW","1205.509"
"FR","MXP","STN","932.192"
"EW","VCE","STR","425.976"
"JT","CGK","DPS","982.59"
"FR","TSF","DUB","1581.026"
"AA","SJD","PHX","1165.049"
"BR","SIN","TPE","3222.383"
"UA","YHZ","BOS","664.805"
"DE","KLX","HAM","2061.44"
"DL","MSP","TUS","2087.275"
"K6","REP","HAN","893.861"
"AB","BNE","SIN","6142.694"
"UA","CKB","ORD","712.751"
"P0","LVI","LUN","394.031"
"AA","HNL","NRT","6135.903"
"IB","BRU","OPO","1473.397"
"AS","ONT","PDX","1350.8"
"SK","CPH","GVA","1138.251"
"P4","LOS","ABB","371.86"
"TO","SAW","ORY","2280.492"
"CZ","CAN","ENY","1515.834"
"AY","LHR","YUL","5214.203"
"UA","PVD","BGR","401.131"
"CA","KMG","SHE","2637.079"
"WN","DAL","BKG","528.427"
"DY","FAO","LGW","1687.572"
"VN","SGN","VCS","232.07"
"ZH","SZX","JDZ","817.198"
"US","FAT","DFW","2109.097"
"7P","DAV","SJO","263.957"
"LG","MXP","LUX","482.503"
"AS","SFO","PVR","2503.601"
"UA","ORD","SGF","705.111"
"AD","VCP","PLU","481.387"
"SV","IAD","RUH","10842.343"
"BT","RIX","KGD","308.922"
"HU","CKG","URC","2313.153"
"CI","TPE","DWC","6585.635"
"CZ","CAN","FCO","9155.265"
"SQ","SIN","JFK","15340.559"
"AV","SCL","ANF","1106.722"
"IOS","GDX","YKS","1149.598"
"FR","ALC","MAN","1681.019"
"3L","EBA","MUC","633.482"
"LH","MUC","TXL","479.575"
"UA","GUM","TPE","2782.136"
"VB","HMO","MTY","1140.421"
"A5","TLN","NTE","756.853"
"IB","ANU","LGW","6564.04"
"AV","BOG","MVD","4788.133"
"SK","ARN","PRG","1087.102"
"CZ","TYN","DAT","267.639"
"SU","KHV","HRB","749.335"
"J9","KWI","BEY","1287.352"
"US","PHL","LIS","5550.691"
"EI","DUB","FUE","2844.942"
"SG","HYD","PNY","603.84"
"KE","NGO","CJU","959.838"
"9M","YXS","YYE","550.104"
"ZH","XIY","LJG","1186.082"
"AF","ORY","MLA","1738.03"
"8R","COR","MDZ","463.335"
"DE","DJE","FRA","1805.742"
"FR","GOA","BRI","741.645"
"MU","LZH","SHA","1408.146"
"DL","GDL","SMF","2673.64"
"S7","KUF","OVB","2097.573"
"MS","KWI","LXR","1555.724"
"QN","EVN","LED","2396.069"
"US","SMF","PHX","1040.006"
"DL","LAS","DTW","2808.02"
"G3","SDU","VIX","418.851"
"AI","KWI","BOM","2758.334"
"EW","STR","OLB","866.654"
"TO","STN","LPA","2963.759"
"Y9","MRX","IFN","353.974"
"Y4","TLC","CUN","1337.297"
"AA","RIC","CLT","412.474"
"AZ","FCO","RUH","3671.364"
"FY","SZB","USM","732.22"
"UA","SHD","IAD","146.283"
"HU","TXL","ARN","838.773"
"TK","IST","OTP","425.926"
"MF","KWL","XMN","819.279"
"IW","UPG","KSR","139.895"
"FR","WMI","NYO","742.499"
"GA","DPS","TMC","453.661"
"3O","TNG","LGW","1774.633"
"DL","BJI","MSP","320.471"
"KN","WNZ","NAY","1382.303"
"CN","PEK","HRB","999.134"
"VS","MIA","LHR","7108.929"
"K3","HYG","KTN","72.477"
"8E","WAA","OME","175.115"
"U6","KZN","DYU","2388.871"
"EY","LCK","AMS","6481.774"
"WU","NBO","KTJ","210.686"
"CA","SHE","TYN","1023.68"
"UA","LAX","DFW","1983.174"
"ZL","ULP","CTL","201.114"
"8Q","IST","ECN","796.536"
"UA","DEN","YMM","1926.933"
"7H","BET","CYF","151.39"
"FZ","DXB","KWI","853.977"
"AS","DEN","SEA","1645.066"
"OA","SKG","KLX","392.419"
"AV","BOG","LET","1093.78"
"LN","CMN","TIP","1933.016"
"CZ","DPS","CAN","3579.637"
"9W","BHJ","BOM","572.582"
"AV","BOG","BOS","4199.429"
"US","MDE","JFK","3836.969"
"AA","PDX","SNA","1384.545"
"VY","TNG","BCN","930.675"
"7R","KUF","EGO","978.937"
"B2","MSQ","HRK","716.692"
"OZ","ICN","OKA","1258.572"
"RI","CGK","SIN","882.238"
"AP","VRN","CTA","947.607"
"KE","ICN","DAD","2980.968"
"NZ","SYD","SFO","11949.743"
"SG","IXA","CCU","316.554"
"MU","JNZ","WUH","1301.584"
"LY","TLV","BOM","4046.743"
"KE","ICN","BUD","8137.517"
"AC","YYZ","MUC","6640.954"
"JQ","AKL","MEL","2637.361"
"AI","SYD","DEL","10435.372"
"PS","HEL","KBP","1169.463"
"IB","MAD","DKR","3163.882"
"UO","HKG","NGO","2624.748"
"TU","MUC","NBE","1369.691"
"AC","YYJ","SFO","1229.176"
"J2","FCO","GYD","3144.209"
"SQ","PNH","SIN","1137.662"
"CZ","HET","CSX","1413.712"
"QF","LRE","BNE","989.896"
"SU","SVO","GDZ","1267.266"
"JQ","SYD","SGN","6846.13"
"LG","LUX","RHO","2292.699"
"AZ","FCO","MAD","1329.63"
"F9","DEN","MIA","2748.692"
"SU","SVO","GRV","1524.224"
"GS","ZYI","SYX","1061.634"
"SN","AGA","BRU","2561.325"
"SJ","JOG","SUB","263.514"
"ZH","SYX","TYN","2184.589"
"I5","DEL","IXR","1007.666"
"PX","TBG","UNG","94.397"
"UA","IAD","IND","764.723"
"AF","CDG","JED","4427.103"
"AK","PNH","KUL","1037.801"
"RT","KZN","VOZ","783.206"
"KY","HFE","SHE","1226.325"
"CZ","FOC","NNG","1221.561"
"4O","ZIH","MEX","324.121"
"HU","XNN","CKG","869.498"
"DL","MCO","PIT","1344.836"
"FZ","BAH","DXB","487.058"
"3U","NNG","WUH","1088.498"
"SU","CDG","SVO","2453.63"
"G4","AZA","SCK","1004.562"
"G9","PEW","SHJ","1817.938"
"QF","SYD","WTB","712.72"
"DY","BGO","ALC","2480.894"
"BR","MZG","CYI","78.9"
"QF","MKY","BNE","797.615"
"4Z","JNB","PLZ","908.229"
"DY","LGW","MAD","1215.227"
"SQ","HND","SIN","5299.77"
"TO","ORY","ORN","1477.115"
"7H","ANI","ANC","510.075"
"AZ","SVO","TAS","2817.456"
"FV","MRV","SVO","1366.24"
"GK","NRT","KMI","931.348"
"SC","CGO","LHW","950.782"
"G4","CKB","SFB","1173.327"
"PS","KBP","CMB","6585.17"
"AA","BNE","ADL","1619.939"
"UA","SFO","LAX","543.189"
"JJ","CGH","SDU","365.595"
"6E","COK","TRZ","261.406"
"DE","NBO","MBA","422.94"
"NH","NRT","CGK","5838.93"
"EK","DXB","MAN","5655.267"
"WN","DEN","SEA","1645.066"
"9W","DEL","JAI","231.699"
"HA","OGG","SAN","4083.423"
"FR","OPO","NRN","1611.686"
"AB","MAD","FRA","1422.051"
"JL","OBO","HND","851.522"
"AV","MEX","YYZ","3246.666"
"CI","TPE","URC","3695.285"
"CI","MSY","LAX","2682.855"
"3U","INC","HRB","1843.347"
"P6","YBG","YHU","362.77"
"UO","HKG","NGS","1964.654"
"MU","KMG","DSN","1726.007"
"SJ","UPG","AMQ","958.099"
"HU","XIY","WNZ","1359.675"
"RO","OTP","LHR","2103.795"
"FR","SKG","NUE","1364.633"
"XC","AYT","HAJ","2387.121"
"JT","KOE","MOF","231.785"
"IB","TFN","AGP","1433.559"
"LX","ZRH","BCN","856.53"
"WS","YAM","YYZ","494.014"
"AA","ORD","LEX","520.559"
"7M","VSA","VER","377.466"
"FD","DMK","KKC","367.716"
"9W","PNQ","HYD","500.267"
"FR","CCF","OPO","929.968"
"4M","EZE","JFK","8534.825"
"MF","HAK","JJN","995.239"
"7H","AUK","EMK","14.599"
"UA","PWM","ALB","300.159"
"RV","YUL","YYZ","507.198"
"DR","SHE","UYN","1236.639"
"8Q","IST","GZT","892.904"
"CA","HAK","TSN","2233.531"
"SV","JED","MCT","1973.085"
"FU","FOC","TSN","1482.425"
"HU","CAN","YIH","816.711"
"CZ","DQA","CSX","2310.046"
"KL","FIH","NBO","2409.786"
"DY","RYG","ALC","2480.411"
"U2","MLA","NCL","2464.323"
"CZ","CGQ","CJU","1167.954"
"CZ","YNZ","YNT","454.598"
"U2","MXP","NTE","810.146"
"AF","FDF","PTP","194.604"
"JT","MOF","DPS","777.195"
"MU","HLH","NAY","846.488"
"HY","TAS","DEL","1579.506"
"VY","DTM","BCN","1212.277"
"HO","DYG","KMG","866.327"
"CA","CKG","KWE","354.021"
"AA","SAL","JFK","3369.831"
"9C","SHA","ENH","1136.04"
"PR","DGT","MNL","626.574"
"AB","TXL","BRI","1296.709"
"MU","YBP","WUH","957.833"
"TO","BJA","ORY","1353.33"
"FR","LPA","EIN","3137.346"
"DL","NRT","DTW","10272.165"
"AV","BOG","MUC","9316.708"
"EW","LPA","VIE","3544.091"
"AA","PSP","DFW","1808.369"
"PS","PRG","KBP","1181.284"
"AI","DEL","DAC","1425.41"
"LH","HAJ","ZRH","561.465"
"MU","SWA","WNZ","651.642"
"SU","SVO","SVX","1436.279"
"AD","VCP","JOI","395.238"
"SS","FDF","ORY","6851.555"
"LG","SID","LUX","4495.583"
"WN","MCO","BNA","993.0"
"G9","SHJ","HBE","2600.799"
"MU","XNN","HIA","1580.182"
"KQ","WDH","JNB","1164.717"
"BA","LHR","BWI","5833.38"
"G3","CLV","GRU","672.662"
"EQ","GYE","SCY","1090.791"
"UA","DEN","SDF","1643.615"
"CU","HAV","CUN","509.168"
"K6","DAD","REP","555.118"
"ZH","SHE","NKG","1174.689"
"CX","MAA","CMB","646.712"
"CA","HAK","CAN","483.634"
"9W","DEL","BHO","587.465"
"RX","DAC","CCU","239.166"
"MI","BPN","SIN","1463.543"
"Q7","NAS","MHH","168.148"
"AI","UDR","DEL","542.591"
"FZ","KWI","DXB","853.977"
"4U","TXL","HER","2131.953"
"SQ","MNL","SIN","2374.852"
"AH","ALG","DXB","5068.248"
"TK","EDI","IST","2830.033"
"U6","LBD","KRR","2538.269"
"AB","RHO","MUC","1878.692"
"NL","ISB","DXB","1925.521"
"6E","PNQ","CCU","1577.308"
"AF","ROR","NRT","3213.183"
"2Z","UDI","UBA","101.679"
"WN","RNO","LAS","555.782"
"U2","LIS","BSL","1663.079"
"GS","CSX","NNG","801.15"
"QR","DOH","EBB","3480.101"
"KQ","NBO","MBA","422.94"
"G9","IKA","SHJ","1196.902"
"AB","VIE","MAD","1805.958"
"IZ","HFA","ETH","361.258"
"AB","STR","BEG","946.776"
"4H","ZYL","DAC","193.99"
"ET","FRA","VIE","620.313"
"DL","MSP","DSM","373.993"
"ZH","YIH","PEK","1155.277"
"SU","ROV","SVX","1746.273"
"AA","MIA","PIT","1634.385"
"FR","PMI","ORK","1617.015"
"CZ","INC","DYG","1120.101"
"UA","MGW","IAD","225.52"
"AZ","AMS","BLQ","988.464"
"MU","PEK","WNZ","1408.535"
"TJ","SBH","SJU","338.917"
"PC","OTP","SAW","485.81"
"HU","HET","HRB","1280.998"
"US","BZE","MIA","1235.695"
"NH","KOJ","NGO","659.415"
"SC","NKG","KWL","1126.07"
"GQ","SKG","CFU","279.619"
"LA","GRU","MAD","8377.585"
"KA","HKG","CNX","1605.128"
"RT","KZN","NUX","1853.96"
"SK","TXL","CPH","342.539"
"US","CLT","CRW","356.01"
"FM","WNZ","TXN","323.962"
"BA","CMF","LCY","780.024"
"UA","BOG","MIA","2434.892"
"OS","JFK","VIE","6805.034"
"UA","JAX","MHH","631.173"
"SU","EVN","KRR","691.283"
"MU","HKG","LJG","1464.998"
"HZ","UUS","PKC","1318.974"
"AI","IXC","DEL","236.253"
"CZ","SYX","SZX","665.091"
"AR","NQN","AEP","994.797"
"DE","JSI","MUC","1384.927"
"TK","IST","BEG","790.553"
"LG","PMI","LUX","1152.717"
"AA","PHX","MCO","2969.688"
"DL","LIT","DTW","1133.946"
"UA","ZRH","ORD","7130.719"
"BI","BKI","BWN","166.266"
"HY","IST","TAS","3355.897"
"3U","LJG","CKG","711.903"
"FR","CCF","EIN","944.111"
"CM","SJO","TGU","558.128"
"OD","KUL","PEN","325.205"
"HU","TXL","FKB","557.711"
"DL","MAD","JFK","5762.18"
"LA","VVI","GRU","1848.916"
"MH","JED","KUL","7065.7"
"FD","DMK","HGH","2723.572"
"US","LAX","GRU","9918.573"
"SV","BOM","JED","3518.844"
"VR","CDG","VXE","4359.128"
"S7","OVB","TJM","1098.216"
"ID","KUL","MAA","2628.689"
"9W","MAA","SIN","2925.315"
"FR","GRO","PSA","653.266"
"O6","BSB","FLN","1313.835"
"US","PHF","PHL","323.554"
